lsat,ugpa,zfygpa,race
32.0,2.7,-0.01,white
44.0,4.0,1.7,white
47.0,2.9,0.19,white
40.0,2.6,-0.9,white
39.5,3.2,0.76,white
42.0,2.6,1.23,white
40.0,3.4,0.94,white
39.0,3.1,-0.38,white
35.0,3.1,-0.02,white
39.0,3.2,1.1,white
39.0,3.6,-0.58,white
41.0,3.1,-1.76,white
26.0,3.7,0.8,white
41.0,3.8,1.37,white
33.0,3.4,1.65,white
40.0,3.7,-0.78,white
39.0,3.8,0.59,white
40.0,3.8,1.96,white
32.5,3.6,-0.58,white
41.0,3.7,-0.84,white
33.5,3.0,-0.34,white
47.0,3.9,0.01,white
32.0,3.1,-0.96,white
44.0,2.0,1.04,white
44.0,3.1,-1.37,white
30.0,3.0,-1.39,white
42.0,3.6,-0.52,white
34.0,3.5,-1.43,white
43.0,2.9,1.08,white
25.0,2.5,-1.33,black
32.0,3.4,-0.73,white
34.0,2.4,-0.98,white
42.0,2.8,0.02,black
24.0,2.4,-3.0,black
35.0,3.5,-0.32,white
33.5,2.3,1.66,white
42.0,3.1,0.54,white
24.3,2.7,1.25,white
41.0,3.3,1.06,white
45.0,3.8,1.94,white
37.0,3.2,1.91,white
35.0,3.2,-0.86,white
34.5,3.2,-1.37,white
37.0,3.5,2.46,white
46.0,3.9,2.24,white
39.0,3.1,1.33,white
46.0,3.1,0.49,white
27.0,3.5,-1.13,black
42.0,3.3,1.86,white
35.0,3.5,0.17,white
37.0,2.9,0.28,white
30.0,3.2,-0.87,white
26.0,3.0,-2.25,black
34.0,3.0,0.61,white
40.0,3.2,0.88,white
40.0,3.2,-1.16,white
35.0,3.5,1.48,white
36.5,3.2,-0.41,white
34.0,3.4,-0.25,white
37.0,3.3,-1.46,white
35.0,3.5,0.67,white
35.5,3.0,-1.33,white
40.0,3.3,-1.28,white
45.0,3.8,-1.28,white
36.5,2.9,0.33,white
39.0,3.0,-0.22,white
29.5,3.0,-1.13,white
39.0,2.9,0.13,white
31.5,3.2,-1.16,white
36.0,4.0,1.11,white
47.0,3.2,0.45,white
40.0,3.3,-0.77,white
35.0,3.2,-1.27,white
39.0,3.1,-0.76,white
40.0,3.5,0.16,white
33.0,2.9,-1.32,white
35.0,2.8,0.97,white
30.0,3.5,-1.18,white
44.0,3.4,1.06,white
37.0,3.2,0.57,white
36.0,3.0,0.61,white
48.0,3.4,0.85,white
36.0,3.4,2.21,white
32.5,3.2,-0.44,white
35.0,2.6,1.31,white
25.5,2.7,-2.17,black
31.0,3.2,-1.56,white
48.0,3.9,0.76,white
34.0,3.2,-0.96,white
36.0,2.8,-0.4,white
42.0,3.5,0.23,white
44.0,3.1,1.61,white
36.0,3.6,1.27,white
35.0,3.3,-1.06,white
28.0,3.9,-1.24,black
35.0,3.9,1.01,white
24.0,2.7,-2.27,black
43.0,4.0,2.17,white
33.0,3.1,-0.2,white
38.0,3.1,1.12,white
39.0,3.7,0.96,white
39.0,2.7,0.72,white
37.0,2.9,-0.64,white
42.0,3.5,1.25,white
39.0,3.1,-0.91,white
36.0,3.8,0.44,white
22.0,3.6,-0.51,white
39.0,3.9,-0.33,white
41.0,3.4,0.99,white
44.0,3.8,0.64,white
34.0,2.9,-1.93,white
41.0,3.1,1.11,white
34.0,2.9,0.74,white
40.0,3.3,0.62,white
42.0,3.1,0.46,white
48.0,3.5,0.4,white
37.5,3.3,-0.09,white
33.5,3.1,-0.95,white
41.0,3.8,1.22,white
37.0,3.5,0.41,white
40.0,3.3,-0.03,white
31.5,3.1,-0.93,white
44.0,3.5,1.0,white
40.0,3.5,1.13,white
39.0,2.8,0.3,white
23.0,2.7,-1.78,black
48.0,2.9,1.13,white
36.0,3.4,0.61,white
34.0,2.5,-1.82,black
34.0,2.9,1.08,white
36.0,3.1,0.31,white
31.0,3.3,0.34,white
39.0,3.1,0.74,white
32.0,2.3,-2.18,white
38.0,3.0,0.48,white
29.0,2.6,-2.18,black
37.0,3.6,0.71,white
39.0,3.5,-0.99,white
37.0,3.7,0.68,white
39.0,3.9,1.51,white
37.0,3.4,2.28,white
39.0,3.2,-0.29,white
31.0,3.1,0.65,white
34.0,3.0,0.28,white
30.0,3.0,-1.24,black
43.0,3.1,0.42,white
35.0,3.5,-0.43,white
33.5,2.7,0.06,white
34.0,3.5,-0.93,white
41.0,2.9,-1.64,white
44.0,3.0,1.4,white
40.0,3.5,0.61,white
40.0,2.8,-1.66,white
47.0,4.0,1.89,white
28.0,3.3,-1.66,black
26.5,2.6,0.65,white
22.5,2.7,-1.33,black
36.0,3.4,0.27,white
42.0,3.8,0.62,white
46.0,3.9,1.14,white
24.0,3.3,-1.39,black
36.0,2.6,-0.55,white
48.0,2.7,-0.55,white
37.0,3.8,0.66,white
36.5,3.9,1.0,white
35.0,3.4,-0.45,white
40.0,3.1,0.84,white
31.0,2.7,-1.63,white
42.0,2.9,-0.2,white
40.0,3.2,-0.12,white
35.0,3.7,0.06,white
40.0,3.4,0.15,white
36.5,2.8,-0.88,white
43.0,3.4,0.97,white
38.0,2.8,-1.07,white
39.0,2.8,-0.56,white
40.0,3.9,-0.3,white
40.0,4.0,1.09,white
34.0,3.4,0.51,white
39.0,3.4,-0.06,white
31.5,3.0,0.17,white
29.5,3.4,0.92,white
28.0,3.3,1.37,black
30.5,3.5,-0.41,white
34.0,3.2,-0.01,white
43.0,2.5,0.43,black
47.0,2.7,0.84,white
41.0,3.4,-0.55,white
42.0,3.5,1.69,white
38.0,3.7,-0.72,white
37.0,2.8,-1.66,white
37.0,2.9,0.94,white
31.0,2.7,0.48,white
34.0,3.1,1.15,white
43.0,3.6,-1.43,white
42.0,3.1,-0.86,white
31.0,3.2,0.75,white
47.0,3.7,2.36,white
40.0,3.8,1.78,white
31.0,3.9,0.22,white
43.0,2.7,1.53,white
46.0,3.6,1.24,white
38.0,3.2,-1.38,black
18.0,3.7,-2.01,black
43.0,2.6,1.37,white
35.0,3.6,-0.49,white
32.0,2.7,0.1,white
36.0,3.7,-0.35,white
35.0,3.1,-0.74,white
37.0,3.9,-0.49,white
31.0,3.8,-0.75,white
42.0,3.3,0.86,white
41.0,3.7,-0.61,white
29.5,3.2,-0.63,white
32.0,3.7,0.1,white
42.0,3.4,0.74,white
32.0,2.9,-0.88,white
31.0,2.9,0.8,white
35.0,3.2,-0.7,white
35.0,2.6,-0.91,white
46.0,3.2,1.34,white
35.0,3.1,0.14,white
47.0,3.6,-0.37,white
37.0,3.3,0.24,white
40.0,3.0,0.53,white
30.0,3.4,-1.07,white
40.0,2.9,0.8,white
28.0,3.1,-0.91,white
39.0,3.7,1.36,white
35.0,3.7,0.6,white
36.0,3.2,0.51,white
30.0,3.3,-0.64,white
42.0,3.1,-0.26,white
36.0,3.4,-0.13,white
32.0,3.2,-0.81,white
40.0,2.9,0.03,white
46.0,3.9,1.41,white
41.0,3.5,0.91,white
42.0,2.9,-0.27,white
42.0,3.0,-0.48,white
42.0,3.4,0.94,white
31.0,3.6,-0.8,white
38.0,3.3,-0.1,white
46.0,3.1,1.29,white
40.0,3.3,1.46,white
33.0,3.7,0.29,white
43.0,3.6,0.14,white
36.0,2.9,-1.52,white
36.0,3.7,0.41,white
39.0,3.3,-0.62,white
31.0,3.9,1.31,white
33.0,2.5,0.56,black
42.0,2.7,-0.19,white
41.0,3.3,1.18,white
31.5,3.2,0.56,white
35.0,2.9,1.72,white
28.0,2.6,-0.3,white
47.0,3.6,-0.07,white
34.0,3.3,-0.82,white
33.0,3.5,-0.76,white
31.0,3.4,-0.08,white
25.0,2.8,-2.42,black
43.0,3.6,0.32,white
35.0,3.2,0.46,white
34.0,2.9,-0.87,white
37.0,2.8,1.35,white
40.0,3.4,0.87,white
40.0,2.7,-1.37,black
42.0,3.9,1.95,white
28.0,3.0,-0.65,white
46.0,3.0,0.52,white
31.0,3.2,0.3,white
41.0,3.9,0.06,white
38.0,3.4,-1.74,white
34.0,4.0,0.05,white
30.5,2.9,-1.1,white
42.0,3.8,0.83,white
25.0,3.2,-0.68,white
47.0,3.0,0.27,white
39.0,3.4,-1.02,white
36.0,4.0,0.64,white
29.0,3.0,-0.04,black
32.0,3.0,-0.62,black
34.0,3.5,1.75,white
41.0,3.8,1.75,white
31.0,3.4,-0.37,white
40.0,3.1,-0.38,white
41.0,3.3,1.71,white
39.0,3.6,-0.28,white
31.0,2.7,-2.02,white
42.0,3.8,-0.69,white
38.0,3.9,-0.16,white
38.0,2.9,-0.17,white
37.0,3.3,-1.23,white
36.0,3.0,-0.95,white
48.0,3.3,0.86,white
35.0,3.8,1.55,white
39.0,3.0,-0.9,white
34.0,3.3,0.85,white
44.0,3.9,-1.13,white
36.0,3.0,-0.93,black
38.5,3.9,1.62,white
34.0,2.7,-0.84,white
37.0,3.0,0.01,white
36.0,3.4,1.5,white
36.0,2.7,0.07,white
39.0,3.4,-0.89,white
34.0,3.2,-0.47,white
39.0,2.3,-1.25,white
38.0,3.0,1.19,white
43.0,3.3,-0.65,white
45.0,3.1,0.12,white
37.0,3.2,-0.02,white
47.0,3.8,0.25,white
48.0,3.8,1.43,white
46.0,3.5,-0.78,white
41.0,3.2,1.16,white
42.0,2.9,0.27,white
36.0,2.7,-1.29,white
28.0,3.2,-0.05,white
38.0,3.4,0.52,white
44.0,3.7,0.32,white
41.0,2.8,1.16,white
35.0,3.7,-0.74,white
30.5,2.9,-0.37,white
32.0,3.4,0.46,white
32.0,3.8,-0.03,white
41.0,3.6,-0.06,white
43.0,3.7,0.28,white
41.0,3.0,1.34,white
34.0,2.7,1.51,white
35.0,3.2,0.46,white
43.0,3.9,-0.62,white
41.0,3.1,-0.2,white
44.0,3.6,0.82,white
35.0,3.7,1.38,white
39.0,3.0,-0.33,white
41.0,3.1,-0.61,white
34.0,3.7,0.95,white
31.0,3.4,-0.21,white
34.0,3.0,0.15,white
44.0,4.0,1.39,white
23.5,2.8,-1.63,white
31.0,2.7,-3.13,white
39.0,2.9,-1.88,white
38.0,3.8,-0.08,white
48.0,3.9,2.02,white
33.0,3.3,-1.4,white
30.5,3.6,0.15,white
44.0,3.5,-0.78,white
32.5,3.1,0.15,white
40.0,2.7,0.13,white
40.0,2.8,-1.43,black
37.0,3.9,1.23,white
39.0,3.7,-1.78,white
33.0,2.9,-2.29,white
38.0,3.2,-0.77,white
35.0,3.1,-0.14,white
47.0,3.9,0.22,white
46.0,3.4,1.02,white
41.0,3.1,-0.07,white
32.0,3.1,0.12,white
36.0,3.5,0.2,white
37.0,3.2,-0.04,white
30.0,2.9,-0.54,black
35.5,3.1,-1.1,white
36.0,2.3,1.44,white
32.0,3.4,-0.65,white
35.0,3.5,-0.13,white
35.0,2.8,1.14,white
35.0,2.9,0.98,white
30.5,3.5,0.27,white
37.0,3.2,0.71,white
40.0,3.3,0.77,white
30.0,3.7,-0.62,white
39.0,3.0,0.87,white
40.0,3.0,1.45,white
45.0,4.0,1.95,white
40.0,2.6,-1.68,white
36.0,2.6,0.88,white
35.0,3.1,-0.41,white
32.0,3.1,-0.49,white
37.0,3.5,0.1,white
44.0,3.1,0.32,white
41.0,3.6,0.73,white
28.3,2.8,-1.41,white
35.0,3.5,0.34,white
22.3,2.4,-2.74,black
34.0,3.2,0.48,white
42.0,3.5,1.28,white
35.0,3.6,-0.73,white
32.3,2.7,0.71,white
38.0,2.8,0.83,white
33.0,2.9,0.19,white
47.0,3.1,0.76,white
40.0,3.0,-0.46,white
44.0,3.5,0.14,white
44.0,3.8,3.07,white
33.0,2.5,-1.62,white
37.0,3.7,0.25,white
42.0,3.4,0.24,white
25.0,3.7,-1.02,white
40.0,3.6,1.09,white
47.0,3.5,-0.62,white
33.5,3.1,1.23,white
31.0,3.2,-0.78,white
41.0,2.8,0.15,white
37.0,3.7,-0.05,white
38.0,3.8,-1.57,white
40.0,2.8,-0.15,white
43.0,3.6,1.07,white
37.0,3.4,0.85,white
35.0,3.4,-0.2,white
22.0,2.6,-1.19,black
43.0,2.9,1.34,white
36.0,2.6,-0.52,white
39.0,2.3,-0.03,white
39.0,3.5,0.63,white
48.0,3.7,0.03,white
34.5,3.1,-1.21,white
43.0,3.3,0.92,white
40.0,3.3,0.13,white
30.5,3.6,-0.24,white
37.0,3.6,-0.23,white
37.0,3.0,0.94,white
40.0,2.7,-0.2,white
32.0,3.1,-0.49,black
36.0,4.0,0.22,white
39.0,3.4,-0.53,white
42.0,3.1,0.5,white
33.0,3.1,1.45,white
32.0,3.3,1.3,white
37.0,3.4,-0.1,white
42.0,2.6,1.13,white
37.0,3.9,1.91,white
27.0,2.7,1.41,white
42.0,3.5,0.88,black
44.0,3.1,1.51,white
37.0,3.4,-0.58,white
30.0,3.8,0.48,white
35.0,3.5,-0.6,white
38.0,3.8,0.6,white
43.0,3.8,-0.63,white
32.0,3.7,-0.85,white
38.0,3.6,0.77,white
43.0,3.8,-0.26,white
29.0,2.5,-1.09,black
34.0,2.7,-0.29,white
43.0,3.5,-1.4,white
28.0,2.3,-0.12,black
39.0,3.4,0.47,white
42.0,2.9,1.82,white
30.0,3.3,-0.41,white
34.0,2.7,0.19,white
39.0,3.4,1.09,white
43.0,3.1,0.11,white
42.0,3.1,1.54,white
40.0,3.5,-0.61,white
20.5,2.2,-2.09,black
45.0,2.8,-0.97,white
36.0,4.0,0.84,white
31.0,3.8,0.48,white
38.0,3.6,0.74,white
42.0,3.3,0.46,white
39.0,3.5,0.46,white
36.0,3.2,1.08,white
29.5,3.5,-0.99,white
37.0,3.4,0.37,white
35.0,3.4,0.74,white
37.0,3.3,0.35,white
48.0,3.4,0.48,white
46.0,3.4,0.6,white
37.0,3.4,0.01,white
41.0,4.0,1.3,white
35.0,3.2,-0.4,white
40.0,2.9,0.6,white
34.0,3.1,-0.17,white
35.5,3.4,0.75,white
36.0,3.3,-0.92,white
39.0,3.3,-0.31,white
41.0,3.1,0.29,white
40.0,3.6,0.68,white
30.0,2.7,-0.23,white
40.0,3.6,-2.12,white
33.5,2.6,-1.31,white
33.0,3.3,-0.08,white
35.0,2.9,-1.15,white
30.0,3.1,-0.43,white
26.5,2.9,-1.81,black
32.0,2.6,-0.59,white
41.0,3.1,0.24,white
41.0,3.7,0.46,white
47.0,3.7,-0.11,white
34.0,2.8,-0.78,white
37.0,3.3,0.03,white
38.0,3.0,-1.25,white
40.0,2.9,0.45,white
41.0,3.6,0.9,white
39.0,3.1,0.64,white
43.0,3.0,0.19,white
38.0,3.5,0.46,white
38.0,3.5,0.48,white
42.0,3.4,-0.57,white
45.0,3.4,0.69,white
38.5,3.4,-0.97,white
24.0,3.2,-0.56,white
36.0,3.9,-1.5,white
48.0,3.3,0.51,white
29.0,2.9,-0.71,black
38.0,3.7,-1.03,white
39.5,3.3,0.58,white
45.0,3.5,0.56,white
38.5,2.8,0.63,white
37.0,3.4,2.71,white
45.0,3.5,0.23,white
44.0,2.7,1.11,white
42.0,2.7,-0.67,white
48.0,3.8,1.61,white
41.0,3.4,-0.1,white
42.0,2.1,0.59,white
27.0,3.0,-1.68,white
41.0,2.4,1.61,white
28.5,3.2,-1.64,white
34.0,3.1,-0.16,white
29.5,3.1,-0.68,white
34.0,3.2,0.15,white
43.0,3.5,1.22,white
32.0,2.6,-0.24,white
45.0,3.5,0.15,white
46.0,3.6,-1.72,white
32.0,3.4,0.62,white
42.0,3.5,0.56,white
33.0,3.1,0.41,white
33.0,3.2,-0.4,white
39.0,3.8,0.14,white
37.0,2.7,-0.44,white
32.0,2.9,-0.3,black
34.0,3.1,0.53,white
42.0,3.7,-0.45,white
41.0,3.4,1.02,white
29.5,3.2,1.97,white
47.0,3.8,0.09,white
37.0,3.1,0.12,white
46.0,3.9,2.18,white
34.0,3.3,-0.76,white
31.0,3.5,-1.48,white
42.0,3.9,-0.89,white
35.0,3.1,0.44,white
38.0,3.3,-0.45,white
40.0,3.6,0.86,white
35.0,2.6,-0.64,white
26.0,2.2,-0.67,white
39.0,3.2,0.37,white
35.0,2.0,-1.71,black
43.0,3.5,-0.35,white
38.0,3.7,-0.31,white
36.0,3.8,-1.04,white
33.0,3.0,0.54,white
25.0,3.7,-0.76,black
36.0,3.5,0.83,white
38.0,2.5,0.24,white
32.5,3.4,0.86,white
27.0,3.2,-1.51,black
45.0,3.3,-0.18,white
43.0,3.1,0.49,white
32.0,3.9,0.09,white
19.0,2.9,-2.38,white
28.0,2.8,-2.31,black
37.0,3.0,0.1,white
29.0,3.3,0.27,white
35.0,3.4,-0.29,white
45.0,3.3,0.29,white
40.0,3.1,-0.8,white
32.0,2.6,0.16,white
40.0,3.4,0.36,white
39.0,4.0,1.72,white
37.0,3.2,0.11,white
38.0,2.8,-0.91,white
35.0,2.7,-1.58,white
35.5,3.2,-1.52,white
34.0,2.8,1.23,white
45.0,3.8,0.2,white
48.0,3.7,1.11,white
39.0,3.3,1.19,white
35.0,2.8,-4.01,white
36.0,3.0,0.76,white
39.0,3.4,0.95,white
42.0,3.6,0.49,white
34.0,3.1,0.46,white
30.0,3.0,-1.42,white
38.0,3.5,0.91,white
42.0,3.7,0.8,white
41.0,3.2,-1.21,white
41.0,4.0,-1.06,white
37.0,2.9,0.24,white
32.0,3.3,0.02,white
39.0,3.3,-0.58,white
25.0,2.3,-1.26,black
35.0,3.8,-1.03,white
38.0,3.6,1.12,white
38.0,3.0,0.15,white
28.0,2.5,-2.43,black
25.5,2.4,-0.64,white
30.0,3.2,-0.01,white
33.0,3.5,1.34,white
34.0,2.7,-0.42,white
42.0,3.0,1.0,white
32.0,3.3,1.47,white
41.0,3.3,-0.6,white
40.0,3.2,0.71,white
38.0,3.7,0.11,white
28.5,3.4,2.08,white
27.0,3.9,-1.2,white
36.5,2.8,-0.66,white
43.5,2.4,0.13,white
38.0,3.7,-0.15,white
31.5,2.9,-1.22,white
29.0,2.7,-0.24,white
32.0,3.5,-0.32,white
41.0,3.1,0.85,white
42.0,3.3,-0.56,white
43.0,2.7,-0.34,white
38.0,3.9,0.43,white
44.0,3.6,-0.64,white
38.0,3.1,1.15,white
41.0,3.0,-0.54,white
42.0,2.8,0.62,white
37.0,3.3,0.35,white
39.0,3.6,1.34,white
40.0,3.0,0.86,white
38.0,3.6,0.84,white
39.5,3.1,0.33,white
38.0,3.0,-0.75,white
32.0,3.2,-0.77,white
35.0,3.7,0.76,white
27.0,2.9,-0.36,white
47.0,3.5,0.91,white
38.0,3.6,0.53,white
29.0,3.4,0.02,white
38.0,3.2,0.97,white
37.0,3.4,0.22,white
34.0,3.3,0.62,white
43.0,3.5,0.24,white
30.0,3.6,-0.91,white
33.0,3.1,-0.99,white
39.0,3.3,-0.59,white
33.0,3.4,-1.11,white
41.0,3.3,0.06,white
42.0,3.3,-0.1,white
43.0,2.3,-1.33,white
32.0,3.2,-0.27,black
42.0,3.5,1.06,white
37.0,3.7,-0.47,white
31.0,3.9,1.25,black
42.0,3.7,0.08,white
45.0,3.4,0.62,white
26.0,3.2,-1.27,white
42.0,3.3,-0.08,white
41.0,2.9,1.09,white
33.0,3.2,0.83,white
39.0,3.9,0.54,white
42.0,3.7,0.42,white
39.0,2.5,0.2,white
34.0,3.1,-0.08,white
33.0,3.6,0.69,white
40.0,2.9,-1.76,black
40.0,2.8,-0.41,white
45.0,3.6,0.55,white
33.0,3.7,-0.93,white
34.0,3.8,0.63,white
36.0,3.3,0.74,white
35.0,2.4,-2.15,white
36.0,3.3,-0.44,white
40.0,3.9,0.13,white
35.0,3.4,0.29,white
37.0,3.0,-0.54,white
38.0,3.1,0.07,white
46.0,3.9,0.02,white
39.0,3.2,-0.43,white
33.0,3.3,-0.59,white
42.0,3.3,-0.24,white
34.5,3.4,1.96,white
23.0,2.8,-0.93,white
38.0,3.2,0.08,white
39.0,3.7,1.74,white
43.0,3.2,0.85,white
39.0,3.7,-0.65,white
41.0,3.3,1.53,white
46.0,3.3,-0.51,white
40.0,3.6,0.28,white
42.0,3.0,0.39,white
32.0,3.9,1.31,white
40.0,2.9,-0.33,white
41.0,3.4,2.17,white
32.0,3.2,-1.48,white
38.0,3.7,0.47,white
42.0,4.0,0.95,white
37.0,2.7,-0.77,white
41.0,3.0,0.16,white
41.5,3.2,0.84,white
48.0,3.4,1.58,white
33.0,3.1,0.49,white
38.0,4.0,0.1,white
41.0,3.9,0.98,white
36.0,3.0,0.57,white
45.0,3.9,2.08,white
40.0,3.3,0.55,white
37.0,3.8,0.55,white
42.0,3.6,1.4,white
41.0,2.5,-0.32,white
36.0,3.3,-1.93,white
38.0,3.0,-1.25,white
35.0,3.0,-0.85,black
29.5,3.4,-0.37,white
35.0,2.9,0.87,white
34.0,3.1,-0.1,white
41.0,2.7,1.15,white
39.0,2.7,-0.14,white
34.0,3.0,1.54,white
42.0,3.3,-0.24,white
45.0,3.4,0.66,white
36.0,3.8,-0.48,white
37.5,2.9,0.18,white
39.0,3.8,0.59,white
30.3,2.8,-0.45,white
39.0,3.4,1.13,white
41.0,3.7,1.06,white
42.0,3.4,-0.25,white
36.0,3.4,0.05,white
34.0,2.8,-0.39,white
43.0,3.9,1.21,white
44.0,3.3,-0.04,white
39.0,3.5,1.12,white
34.5,2.5,1.3,white
33.0,3.6,-0.56,white
41.0,3.2,-1.59,black
37.0,3.8,0.51,white
41.5,3.7,0.82,white
40.0,3.5,0.8,white
35.0,2.7,0.05,white
47.0,3.6,0.86,white
38.0,3.5,0.16,white
34.0,3.6,-0.79,white
33.0,2.5,-1.79,white
36.5,3.1,1.52,white
31.5,3.0,-0.44,white
46.0,3.3,-0.39,white
45.0,3.5,1.08,white
43.0,3.4,1.08,white
36.0,2.9,0.43,white
43.0,3.7,2.5,white
37.0,3.5,0.8,white
39.0,2.5,0.88,white
40.0,3.5,0.65,white
43.0,3.7,0.26,white
45.0,3.6,0.5,white
38.0,3.6,0.25,white
21.0,2.8,-1.93,black
37.0,3.5,-1.65,white
31.0,3.6,0.12,white
34.5,3.6,1.68,white
40.0,3.4,-0.49,white
42.0,4.0,-0.5,white
39.0,3.4,-0.75,white
34.0,2.7,0.41,white
38.0,3.4,1.37,white
43.0,3.0,1.05,white
32.0,3.0,-2.54,white
34.0,3.6,0.13,white
31.0,3.5,-0.59,white
42.0,3.7,0.9,white
45.0,2.9,0.31,white
32.5,2.8,-0.83,white
41.0,2.8,-0.07,white
36.0,3.9,0.09,white
47.0,3.4,0.32,white
32.0,3.5,-0.34,white
47.0,2.6,0.78,white
35.0,3.3,1.37,white
34.0,3.7,1.21,white
32.5,2.9,-0.79,white
36.0,3.2,-0.25,white
43.0,3.4,-0.04,white
33.0,3.0,0.47,white
41.0,3.5,-0.8,white
45.0,2.6,0.45,white
32.0,1.8,0.65,white
34.0,3.0,-0.83,white
39.0,3.7,-0.29,white
23.0,3.6,-1.03,white
42.0,2.7,1.44,white
38.0,3.7,-1.06,white
33.0,3.6,-1.56,white
38.0,3.0,1.62,white
41.0,3.7,0.16,white
37.0,3.0,0.58,white
42.0,2.9,-0.58,white
30.0,3.2,0.71,white
42.0,3.0,1.08,white
28.0,3.7,-0.62,white
38.0,3.0,-1.23,white
34.5,3.6,-1.26,white
34.0,3.1,0.04,white
31.0,3.1,0.27,white
44.0,2.7,0.22,white
37.0,3.0,0.36,white
30.5,3.0,-1.33,black
23.0,2.2,-2.26,black
36.0,3.2,0.07,white
37.0,3.2,1.87,white
35.0,3.3,1.43,white
29.0,3.5,0.58,white
34.0,2.5,-0.4,white
33.0,3.2,-0.03,white
41.0,3.6,0.16,white
37.0,3.3,1.13,white
33.0,3.0,-0.4,white
36.0,3.0,2.76,white
37.0,3.2,-0.89,white
36.0,3.8,-0.44,white
36.0,3.2,-0.84,white
39.0,2.9,1.67,white
36.0,3.6,0.1,white
33.0,3.2,1.06,white
44.0,3.0,-0.4,white
42.0,2.9,-1.07,black
36.0,3.0,-0.71,white
36.0,2.7,-0.05,white
39.0,2.8,1.82,white
18.0,2.5,-0.3,black
41.0,3.1,0.33,white
38.0,2.7,0.17,white
34.0,2.4,-1.36,white
36.5,2.4,-0.33,white
45.0,3.2,0.59,white
46.0,3.5,0.81,white
38.0,3.1,1.3,white
45.0,3.0,-0.26,white
38.0,2.7,-1.04,white
30.0,2.1,0.99,white
41.0,2.8,-0.03,white
27.0,2.6,1.63,white
41.0,2.9,-0.37,white
43.0,3.3,-2.2,black
18.0,2.9,-0.7,black
24.5,3.7,0.47,white
39.0,3.4,0.89,white
44.0,3.7,0.46,white
38.0,3.1,0.84,white
35.0,3.5,1.56,white
39.0,3.0,0.49,white
44.0,3.8,0.39,white
33.0,3.3,-0.35,white
30.5,2.3,-0.39,white
33.0,3.2,-0.24,white
45.0,3.9,0.14,white
47.0,3.7,-0.65,white
34.0,2.7,0.78,white
48.0,3.8,1.2,white
42.0,3.6,-0.25,white
40.0,2.4,0.41,white
34.0,3.9,-0.24,white
24.5,3.1,-2.57,black
36.0,2.9,1.15,white
35.0,3.0,0.88,black
45.0,3.3,0.74,white
41.0,3.6,-1.97,white
38.0,3.1,0.8,white
35.0,2.9,-1.14,white
39.0,2.8,-0.63,white
33.0,2.9,-0.06,white
35.0,3.2,-0.89,white
25.0,3.3,-0.43,black
42.0,3.4,-0.08,white
30.5,2.9,-1.18,white
44.0,2.9,-1.71,white
45.0,2.1,-0.55,white
42.0,3.8,-0.22,white
35.0,3.8,-0.61,white
39.0,3.7,0.23,white
45.0,3.7,1.26,white
35.0,3.2,0.94,white
33.0,3.1,-1.16,white
40.0,3.8,0.62,white
36.0,3.0,-0.56,black
27.5,3.4,-1.87,white
35.0,3.6,-0.13,white
44.0,3.3,0.44,white
43.0,3.4,-0.61,white
31.0,2.7,-1.6,white
45.0,3.5,0.0,white
34.0,3.6,-0.55,white
19.5,2.8,-1.35,black
35.0,3.0,-0.58,white
35.0,3.2,-1.33,white
41.0,2.6,0.35,white
37.0,3.2,-1.08,white
35.0,3.3,-1.29,white
34.0,3.2,0.98,white
27.7,2.4,-1.7,black
37.0,2.6,0.56,white
40.0,3.2,0.74,white
32.0,3.8,0.37,white
28.5,2.5,-2.79,black
40.0,3.4,1.56,white
39.0,3.2,-0.28,white
29.0,3.9,-2.41,white
23.5,2.9,-2.81,black
38.0,2.8,0.25,white
44.0,3.3,0.48,white
47.0,3.7,0.95,white
35.0,3.4,0.2,white
41.0,3.9,0.89,white
31.5,3.2,-0.29,white
42.0,3.1,0.2,white
39.0,3.4,1.61,white
39.0,3.5,1.11,white
43.0,3.2,1.1,white
43.0,3.7,-0.2,white
45.0,3.6,1.59,white
40.0,2.9,-0.18,white
34.0,3.0,-1.12,white
35.0,2.7,-0.38,white
33.0,2.9,0.04,white
34.0,3.4,-0.93,white
48.0,3.9,0.06,white
37.0,2.7,-0.48,white
36.0,3.3,-0.46,white
42.0,3.3,-0.8,white
43.0,3.4,-0.01,white
31.5,3.1,0.87,white
48.0,3.8,-0.89,white
33.0,3.7,-3.21,black
42.0,2.4,-0.29,white
33.0,3.5,-0.99,white
31.0,2.6,-1.11,black
40.0,3.7,0.23,white
43.0,3.5,0.73,white
41.0,3.1,0.92,white
33.0,3.5,-0.6,white
41.0,3.5,0.59,white
30.0,2.4,-0.45,black
38.0,3.2,-0.04,white
36.0,3.1,0.92,white
37.5,2.9,-0.29,white
37.0,3.6,0.23,white
48.0,3.3,2.18,white
30.0,3.5,-1.32,white
43.0,3.6,2.05,white
38.0,3.3,1.97,white
33.0,3.4,-0.13,white
47.0,3.4,-0.06,white
37.0,3.3,0.28,white
34.0,3.5,-0.81,white
33.0,3.2,-1.06,black
45.0,3.2,0.11,white
31.0,3.9,0.14,white
35.0,3.4,0.71,white
32.0,3.2,-2.26,white
26.5,3.4,-1.45,black
33.0,3.0,0.59,white
35.0,3.2,-0.45,white
37.0,3.3,-0.13,white
42.0,3.8,0.12,white
29.0,2.8,-1.89,black
30.5,3.1,0.27,white
